business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods (old),Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
79070,San Francisco Rinse,850 Jones St,San Francisco,CA,94109,,,,,79070_20181128,11/28/2018 12:00:00 AM,,Routine - Unscheduled,79070_20181128_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
81203,The View Cafe,3333 California St 232,San Francisco,CA,94118,,,,14155929333,81203_20181127,11/27/2018 12:00:00 AM,,Routine - Unscheduled,81203_20181127_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
78996,Beeps Burgers,1051 Ocean Ave,San Francisco,CA,94112,,,,14155582650,78996_20190726,07/26/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
66229,Amphawa Thai Noodle House,5020 GEARY Blvd,San Francisco,CA,94122,37.780733,-122.473114,POINT (-122.473114 37.780733),,66229_20190819,08/19/2019 12:00:00 AM,,Routine - Unscheduled,66229_20190819_103133,Foods not protected from contamination,Moderate Risk,26,6,2,11,54,29
1791,GARDEN HOUSE CAFE,3117 CLEMENT St,San Francisco,CA,94121,37.781597,-122.492544,POINT (-122.492544 37.781597),14155661640,1791_20190612,06/12/2019 12:00:00 AM,,Routine - Unscheduled,1791_20190612_103142,Unclean nonfood contact surfaces,Low Risk,26,6,2,11,55,29
3926,"Espetus Churrascaria, Inc.",1686 MARKET St,San Francisco,CA,94102,37.773317,-122.421724,POINT (-122.421724 37.773317),,3926_20190730,07/30/2019 12:00:00 AM,,Reinspection/Followup,,,,10,2,11,7,28852,9
71524,Gold Dust Lounge,165 Jefferson St,San Francisco,CA,94133,,,,14155391695,71524_20190221,02/21/2019 12:00:00 AM,,Routine - Unscheduled,71524_20190221_103177,Non service animal,Low Risk,,,,,,
35221,Golden Flower Vietnamese Restaurant,667 Jackson St,San Francisco,CA,94133,37.796026,-122.406202,POINT (-122.406202 37.796026),,35221_20190709,07/09/2019 12:00:00 AM,,Routine - Unscheduled,35221_20190709_103120,Moderate risk food holding temperature,Moderate Risk,4,1,10,3,28857,6
95437,Monster Chef,1737 Post St suite 337,San Francisco,CA,94115,,,,,95437_20181002,10/02/2018 12:00:00 AM,,Routine - Unscheduled,95437_20181002_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
92029,Jin Pot,5158 Geary Blvd,San Francisco,CA,94118,,,,14155374539,92029_20180509,05/09/2018 12:00:00 AM,,Routine - Unscheduled,92029_20180509_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
72159,Peet's Coffee and Tea,3251 20th Ave P182,San Francisco,CA,94132,,,,14155218380,72159_20190729,07/29/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
97896,AN CHI,5827 Geary Blvd,San Francisco,CA,94121,,,,,97896_20190304,03/04/2019 12:00:00 AM,,Routine - Unscheduled,97896_20190304_103133,Foods not protected from contamination,Moderate Risk,,,,,,
86555,Cumaica Cofee,1398 Mission St,San Francisco,CA,94103,,,,14155859300,86555_20161107,11/07/2016 12:00:00 AM,,Routine - Unscheduled,86555_20161107_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
92584,Sunflower Garden Restaurant,1368 9th Ave,San Francisco,CA,94122,,,,,92584_20180919,09/19/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
59065,LADLE AND LEAF,580 California St,San Francisco,CA,94104,37.792748,-122.404084,POINT (-122.404084 37.792748),,59065_20190419,04/19/2019 12:00:00 AM,,Routine - Unscheduled,59065_20190419_103129,Insufficient hot water or running water,Moderate Risk,6,1,10,4,28854,8
4828,SAY CHEESE,856 COLE St,San Francisco,CA,94117,37.766017,-122.449976,POINT (-122.449976 37.766017),14155665020,4828_20190612,06/12/2019 12:00:00 AM,,Routine - Unscheduled,4828_20190612_103161,Low risk vermin infestation,Low Risk,9,5,11,15,29492,3
64723,Reveille Coffee,768 Sansome,San Francisco,CA,94111,37.797327,-122.401957,POINT (-122.401957 37.797327),,64723_20190726,07/26/2019 12:00:00 AM,,Routine - Unscheduled,64723_20190726_103170,Mobile food facility not operating with an approved commissary,High Risk,4,1,10,3,28860,6
96530,THE CLIFT ROYAL SONESTA HOTEL,495 GEARY ST,San Francisco,CA,94102,,,,14157425400,96530_20190411,04/11/2019 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
97896,AN CHI,5827 Geary Blvd,San Francisco,CA,94121,,,,,97896_20181205,12/05/2018 12:00:00 AM,,New Ownership,,,,,,,,,
3547,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,San Francisco,CA,94108,37.794555,-122.405724,POINT (-122.405724 37.794555),,3547_20190723,07/23/2019 12:00:00 AM,,Routine - Unscheduled,3547_20190723_103131,Moderate risk vermin infestation,Moderate Risk,4,1,10,3,28857,6
76373,Kaya,1420 Market St,San Francisco,CA,94102,,,,14150713400,76373_20170814,08/14/2017 12:00:00 AM,,Complaint,76373_20170814_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
98379,ZHUO KITCHEN,1380 9TH AVE,San Francisco,CA,94122,,,,14155929142,98379_20181203,12/03/2018 12:00:00 AM,,New Ownership,98379_20181203_103131,Moderate risk vermin infestation,Moderate Risk,,,,,,
94126,Stonemill Matcha,561 Valencia St,San Francisco,CA,94110,,,,,94126_20180328,03/28/2018 12:00:00 AM,,New Construction,,,,,,,,,
5316,Nick's Lighthouse,Pier 45  Shed B Space 1A,San Francisco,CA,94133,,,,,5316_20180918,09/18/2018 12:00:00 AM,,Routine - Unscheduled,5316_20180918_103132,Improper thawing methods,Moderate Risk,,,,,,
90341,Dumpling Time,11 Division St.,San Francisco,CA,94103,,,,,90341_20170517,05/17/2017 12:00:00 AM,,New Ownership,90341_20170517_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
3443,Crab House,Pier 39  Space 203C,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),,3443_20190813,08/13/2019 12:00:00 AM,,Reinspection/Followup,,,,23,1,10,3,308,23
81245,Green Bar,3 Embarcadero Center  Lobby Level,San Francisco,CA,94111,,,,,81245_20190307,03/07/2019 12:00:00 AM,,Routine - Unscheduled,81245_20190307_103103,High risk food holding temperature,High Risk,,,,,,
59009,Woodhouse Fish Co.,1914 FILLMORE St,San Francisco,CA,94116,37.787386,-122.433476,POINT (-122.433476 37.787386),14155432722,59009_20190910,09/10/2019 12:00:00 AM,,Foodborne Illness Investigation,59009_20190910_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,27,9,11,13,29490,30
101461,DBC RESTAURANT,1109 FILLMORE ST,San Francisco,CA,94115,,,,14155465094,101461_20191002,10/02/2019 12:00:00 AM,,Routine - Unscheduled,101461_20191002_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
3728,"GOLD CLUB, THE",650 HOWARD St,San Francisco,CA,94105,37.785784,-122.399569,POINT (-122.399569 37.785784),,3728_20180323,03/23/2018 12:00:00 AM,,Routine - Unscheduled,3728_20180323_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6,2,9,6,28855,8
74168,Barrel Head Brewhouse,1785 Fulton St,San Francisco,CA,94117,,,,14155303441,74168_20190626,06/26/2019 12:00:00 AM,,Routine - Unscheduled,74168_20190626_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
95657,Phillmore Creamery,1840 Fillmore St,San Francisco,CA,94115,,,,,95657_20180620,06/20/2018 12:00:00 AM,,New Ownership,,,,,,,,,
95016,CABLE CAR COFFEE,1 Hallidie Plaza,San Francisco,CA,94102,,,,,95016_20180810,08/10/2018 12:00:00 AM,,Routine - Unscheduled,95016_20180810_103133,Foods not protected from contamination,Moderate Risk,,,,,,
80112,Villa Italian Kitchen,3251 20th Ave 250 D,San Francisco,CA,94132,,,,14153284800,80112_20190411,04/11/2019 12:00:00 AM,,Routine - Unscheduled,80112_20190411_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,POINT (-122.499002 37.742048),,985_20180924,09/24/2018 12:00:00 AM,,Routine - Unscheduled,985_20180924_103142,Unclean nonfood contact surfaces,Low Risk,35,8,3,1,29491,35
1337,Sabor De San Miguel,3263 MISSION St,San Francisco,CA,94110,37.744726,-122.420395,POINT (-122.420395 37.744726),14155645866,1337_20190812,08/12/2019 12:00:00 AM,,Non-inspection site visit,,,,2,7,7,2,28859,2
69762,Chili House Inc.,726 Clement St,San Francisco,CA,94118,,,,14155382658,69762_20171023,10/23/2017 12:00:00 AM,,Routine - Unscheduled,69762_20171023_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
66736,Sozai,1500 Irving St,San Francisco,CA,94122,,,,,66736_20180410,04/10/2018 12:00:00 AM,,Routine - Unscheduled,66736_20180410_103132,Improper thawing methods,Moderate Risk,,,,,,
90672,Baron's Quality Meat & Seafood,1706 Church St,San Francisco,CA,94131,,,,14150335926,90672_20170518,05/18/2017 12:00:00 AM,,Non-inspection site visit,,,,,,,,,
85164,La Boulangerie De San Francisco,500 Hayes St,San Francisco,CA,94102,,,,,85164_20180308,03/08/2018 12:00:00 AM,,Complaint,85164_20180308_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
100205,HUNAN EMPIRE,2001 UNION ST #107,San Francisco,CA,94123,,,,14155774735,100205_20190702,07/02/2019 12:00:00 AM,,New Ownership - Followup,,,,,,,,,
93826,Donuts & Things,1549 Polk St,San Francisco,CA,94109,,,,,93826_20190624,06/24/2019 12:00:00 AM,,New Construction,,,,,,,,,
90919,Gorkha Kitchen,1386 09th Ave,San Francisco,CA,94122,,,,14150488614,90919_20190116,01/16/2019 12:00:00 AM,,Routine - Unscheduled,90919_20190116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
78779,Pakwan Restaurant,501 O'Farrell St,San Francisco,CA,94102,,,,,78779_20191002,10/02/2019 12:00:00 AM,,Routine - Unscheduled,78779_20191002_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
84971,Cafe Med,201 Pine St,San Francisco,CA,94104,,,,,84971_20171106,11/06/2017 12:00:00 AM,,Routine - Unscheduled,84971_20171106_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
91250,Lime Tree,836 Clement St,San Francisco,CA,94118,,,,14155838811,91250_20181206,12/06/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
62051,Parada 22,1805 HAIGHT St,San Francisco,CA,94117,37.769303,-122.451961,POINT (-122.451961 37.769303),14155904077,62051_20180514,05/14/2018 12:00:00 AM,,Complaint,62051_20180514_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,9,5,11,15,29492,3
92459,Ella's Cafe,500 presidio Ave,San Francisco,CA,94115,,,,,92459_20190315,03/15/2019 12:00:00 AM,,Routine - Unscheduled,92459_20190315_103139,Improper food storage,Low Risk,,,,,,
73963,Spicy Garden Restaurant,996 Mission St,San Francisco,CA,94103,,,,,73963_20190612,06/12/2019 12:00:00 AM,,Routine - Unscheduled,73963_20190612_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
94971,94971 Gilroy Garlic Stand,24 Willie Mays Pl View Lvl Sect 331,San Francisco,CA,,,,,,94971_20180911,09/11/2018 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
59065,LADLE AND LEAF,580 California St,San Francisco,CA,94104,37.792748,-122.404084,POINT (-122.404084 37.792748),,59065_20171004,10/04/2017 12:00:00 AM,,Routine - Unscheduled,59065_20171004_103120,Moderate risk food holding temperature,Moderate Risk,6,1,10,4,28854,8
83587,Orson's Belly,1737 Balboa St,San Francisco,CA,94121,,,,14155343967,83587_20180830,08/30/2018 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
38106,La Mar Cebicheria Peruana,Pier 1.5,San Francisco,CA,94111,37.788515,-122.463824,POINT (-122.463824 37.788515),,38106_20171227,12/27/2017 12:00:00 AM,,Complaint,,,,11,6,1,11,54,11
32698,Hunan Cafe #2,4450 CABRILLO St,San Francisco,CA,94121,37.773438,-122.506651,POINT (-122.506651 37.773438),,32698_20180913,09/13/2018 12:00:00 AM,,Complaint,32698_20180913_103132,Improper thawing methods,Moderate Risk,26,6,2,11,55,29
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,POINT (-122.40419 37.784548),,68451_20180522,05/22/2018 12:00:00 AM,,Complaint,,,,6,2,9,12,28853,8
93460,Che Fico Alimentari,834 Divisadero St,San Francisco,CA,94117,,,,,93460_20180820,08/20/2018 12:00:00 AM,,New Construction,,,,,,,,,
90238,USA Power Market,1524 Ocean Ave,San Francisco,CA,94112,,,,14155331878,90238_20190822,08/22/2019 12:00:00 AM,,Complaint,,,,,,,,,
66685,Tacolicious,741 Valencia St,San Francisco,CA,94110,37.760974,-122.421456,POINT (-122.421456 37.760974),,66685_20190716,07/16/2019 12:00:00 AM,,Non-inspection site visit,,,,19,4,7,2,28859,20
90930,Olea Restaurant,1494 California St,San Francisco,CA,94109,,,,,90930_20180531,05/31/2018 12:00:00 AM,,Routine - Unscheduled,90930_20180531_103161,Low risk vermin infestation,Low Risk,,,,,,
85953,WesBurger N' More,2240 Mission St,San Francisco,CA,94110,,,,14155371648,85953_20190827,08/27/2019 12:00:00 AM,,Complaint,85953_20190827_103114,High risk vermin infestation,High Risk,,,,,,
87924,DECCAN HOUSE,1142 Valencia St,San Francisco,CA,94110,,,,14155912222,87924_20171103,11/03/2017 12:00:00 AM,,Routine - Unscheduled,87924_20171103_103103,High risk food holding temperature,High Risk,,,,,,
64513,Gold Coast Grill & Catering,1650 HOLLOWAY Ave,San Francisco,CA,94132,37.720894,-122.478029,POINT (-122.478029 37.720894),,64513_20190826,08/26/2019 12:00:00 AM,,Routine - Unscheduled,64513_20190826_103144,Unapproved or unmaintained equipment or utensils,Low Risk,14,8,4,1,64,16
60473,Dong Baek Korean Restaurant,631 O'Farrell St,San Francisco,CA,94109,37.785503,-122.415157,POINT (-122.415157 37.785503),,60473_20190910,09/10/2019 12:00:00 AM,,Routine - Unscheduled,60473_20190910_103142,Unclean nonfood contact surfaces,Low Risk,36,10,9,7,28858,36
93947,Lokma,1801 Clement St,San Francisco,CA,94121,,,,,93947_20181130,11/30/2018 12:00:00 AM,,Routine - Unscheduled,93947_20181130_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
67187,Chipotle Mexican Grill #1560,333 Jefferson St #104,San Francisco,CA,94133,37.807923,-122.417887,POINT (-122.417887 37.807923),14155503533,67187_20190117,01/17/2019 12:00:00 AM,,Routine - Unscheduled,67187_20190117_103120,Moderate risk food holding temperature,Moderate Risk,23,1,10,3,308,23
86168,I Cafe Chinatown,133 Waverly Pl,San Francisco,CA,94108,,,,,86168_20190102,01/02/2019 12:00:00 AM,,Routine - Unscheduled,86168_20190102_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
82041,Hotel Vitale,8 Mission St,San Francisco,CA,94105,,,,,82041_20190829,08/29/2019 12:00:00 AM,,Routine - Unscheduled,82041_20190829_103147,Inadequate ventilation or lighting,Low Risk,,,,,,
89462,Mazzat,501 Fell St.,San Francisco,CA,94102,,,,,89462_20180328,03/28/2018 12:00:00 AM,,Routine - Unscheduled,89462_20180328_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
91829,Ritual Coffee Roasters,2299 Market St #A,San Francisco,CA,94114,,,,,91829_20190805,08/05/2019 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
69175,Mau Restaurant,665 Valencia St,San Francisco,CA,94110,37.762381,-122.42156,POINT (-122.42156 37.762381),14155307517,69175_20190614,06/14/2019 12:00:00 AM,,Complaint,,,,19,4,7,8,28859,20
59826,JANNAH,1775 FULTON St,San Francisco,CA,94117,37.775813,-122.446047,POINT (-122.446047 37.775813),,59826_20190207,02/07/2019 12:00:00 AM,,Routine - Unscheduled,59826_20190207_103144,Unapproved or unmaintained equipment or utensils,Low Risk,16,5,11,15,29492,18
96285,Panchitas,530 Valencia St,San Francisco,CA,94110,,,,14155540459,96285_20181004,10/04/2018 12:00:00 AM,,Routine - Unscheduled,96285_20181004_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,,,,,,
91330,New Moon Restaurant,1247 Stockton St,San Francisco,CA,94133,,,,14154431128,91330_20181211,12/11/2018 12:00:00 AM,,Routine - Unscheduled,91330_20181211_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
100059,DUMPLING ALLEY,2512 CLEMENT ST,San Francisco,CA,94121,,,,,100059_20190607,06/07/2019 12:00:00 AM,,New Construction,,,,,,,,,
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,POINT (-122.406863 37.795138),14155959888,18480_20161007,10/07/2016 12:00:00 AM,,Reinspection/Followup,18480_20161007_103139,Improper food storage,Low Risk,4,1,10,3,28857,6
3651,PANCHO VILLA,3071 16th St,San Francisco,CA,94103,37.764897,-122.421234,POINT (-122.421234 37.764897),14155868840,3651_20180103,01/03/2018 12:00:00 AM,,Reinspection/Followup,,,,19,4,7,8,28859,20
73840,L'acajou Bakery and Cafe,498 09th St Ste. C,San Francisco,CA,94103,,,,,73840_20190104,01/04/2019 12:00:00 AM,,Routine - Unscheduled,73840_20190104_103131,Moderate risk vermin infestation,Moderate Risk,,,,,,
95000,95000 Derby Grill Stand,24 Willie Mays Pl Promenade Level Rm 2136,San Francisco,CA,94107,,,,,95000_20180326,03/26/2018 12:00:00 AM,,Routine - Unscheduled,95000_20180326_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
89104,"Tokyo Katana-Ya, LLC",422 Geary St,San Francisco,CA,94102,,,,,89104_20190702,07/02/2019 12:00:00 AM,,Routine - Unscheduled,89104_20190702_103139,Improper food storage,Low Risk,,,,,,
88063,Sichuan Home Inc,5037 Geary Blvd,San Francisco,CA,94118,,,,14155223288,88063_20170824,08/24/2017 12:00:00 AM,,Routine - Unscheduled,88063_20170824_103103,High risk food holding temperature,High Risk,,,,,,
93900,Cool Cravings,601 Van Ness Ave,San Francisco,CA,94102,,,,,93900_20190708,07/08/2019 12:00:00 AM,,Routine - Unscheduled,93900_20190708_103105,Improper cooling methods,High Risk,,,,,,
97102,METRO HONG KONG DESSERT,928 STOCKTON St,San Francisco,CA,94108,,,,14155516269,97102_20180806,08/06/2018 12:00:00 AM,,New Construction,,,,,,,,,
589,WON TON HOUSE,1325 NORIEGA St,San Francisco,CA,94122,37.754106,-122.477841,POINT (-122.477841 37.754106),,589_20190723,07/23/2019 12:00:00 AM,,Routine - Unscheduled,589_20190723_103154,Unclean or degraded floors walls or ceilings,Low Risk,35,8,3,1,56,35
58,Oasis Grill,91 Drumm St,San Francisco,CA,94111,37.794483,-122.396584,POINT (-122.396584 37.794483),,58_20181005,10/05/2018 12:00:00 AM,,Routine - Unscheduled,58_20181005_103133,Foods not protected from contamination,Moderate Risk,6,1,10,4,28855,8
69208,Wine & Wall,30 Steuart St,San Francisco,CA,94105,37.794138,-122.394404,POINT (-122.394404 37.794138),,69208_20190801,08/01/2019 12:00:00 AM,,Routine - Unscheduled,69208_20190801_103131,Moderate risk vermin infestation,Moderate Risk,6,2,9,12,28855,8
85925,New Heng Fung Inc,2444 Noriega St,San Francisco,CA,94122,,,,14155740221,85925_20190917,09/17/2019 12:00:00 AM,,Routine - Unscheduled,85925_20190917_103132,Improper thawing methods,Moderate Risk,,,,,,
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,POINT (-122.43755 37.721191),14155552785,2766_20180413,04/13/2018 12:00:00 AM,,Routine - Unscheduled,2766_20180413_103154,Unclean or degraded floors walls or ceilings,Low Risk,25,7,6,9,28861,28
4654,House of Bagels,5030 Geary Blvd,San Francisco,CA,94118,37.780688,-122.473471,POINT (-122.473471 37.780688),,4654_20170425,04/25/2017 12:00:00 AM,,Complaint,4654_20170425_103109,Unclean or unsanitary food contact surfaces,High Risk,26,6,2,11,54,29
69584,Eden Cafe,47 FRANKLIN St,San Francisco,CA,94102,,,,,69584_20180518,05/18/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
81539,Fayes,3614 18th St,San Francisco,CA,94110,,,,14155520434,81539_20180510,05/10/2018 12:00:00 AM,,Routine - Unscheduled,81539_20180510_103114,High risk vermin infestation,High Risk,,,,,,
90487,"Yemen Kitchen, Inc.",219 Jones St,San Francisco,CA,94102,,,,,90487_20170418,04/18/2017 12:00:00 AM,,New Ownership,90487_20170418_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
97295,HAPPY DONUTS,3801 24th St,San Francisco,CA,94114,,,,,97295_20181212,12/12/2018 12:00:00 AM,,Routine - Unscheduled,97295_20181212_103102,Unclean hands or improper use of gloves,High Risk,,,,,,
74210,Red Chilli,522 Jones St,San Francisco,CA,94102,,,,,74210_20190614,06/14/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
88133,Four Fabulous Animals,124 Ellis St,San Francisco,CA,94102,,,,14155562510,88133_20190717,07/17/2019 12:00:00 AM,,Routine - Unscheduled,88133_20190717_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
85917,Saucy Asian,3801 17th St,San Francisco,CA,94110,,,,14155481661,85917_20180517,05/17/2018 12:00:00 AM,,Routine - Unscheduled,85917_20180517_103161,Low risk vermin infestation,Low Risk,,,,,,
76942,Dumpling Kitchen,1935 Taraval St,San Francisco,CA,94116,,,,14155688938,76942_20180209,02/09/2018 12:00:00 AM,,Complaint,76942_20180209_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
78028,The Clay Pot House LLC,1000 Clement St,San Francisco,CA,94118,,,,,78028_20190725,07/25/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,San Francisco,CA,94134,37.728458,-122.403991,POINT (-122.403991 37.728458),14155469666,3862_20170905,09/05/2017 12:00:00 AM,,Routine - Unscheduled,3862_20170905_103156,Permit license or inspection report not posted,Low Risk,28,3,7,10,309,25
86231,"Brew Brothers Cafe, Inc.",1299 Pacific Ave,San Francisco,CA,94109,,,,,86231_20181024,10/24/2018 12:00:00 AM,,Routine - Unscheduled,86231_20181024_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
3838,CAFE PICARO,3120 16th St,San Francisco,CA,94103,37.764908,-122.422442,POINT (-122.422442 37.764908),14155434089,3838_20190813,08/13/2019 12:00:00 AM,,Complaint,3838_20190813_103109,Unclean or unsanitary food contact surfaces,High Risk,19,4,5,8,28853,20
68916,Rumors,398 07th St,San Francisco,CA,94103,37.775647,-122.406459,POINT (-122.406459 37.775647),,68916_20190805,08/05/2019 12:00:00 AM,,Routine - Unscheduled,68916_20190805_103131,Moderate risk vermin infestation,Moderate Risk,34,2,9,8,28853,34
81202,Weaver's Coffee & Tea,2301 Market St,San Francisco,CA,94114,,,,14155528945,81202_20181211,12/11/2018 12:00:00 AM,,Routine - Unscheduled,81202_20181211_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
77973,First Korean Market,4625 Geary Blvd,San Francisco,CA,94118,,,,,77973_20190308,03/08/2019 12:00:00 AM,,Routine - Unscheduled,77973_20190308_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
86766,Coffee Cultures SOMA,1301 Mission St.,San Francisco,CA,94103,,,,,86766_20190827,08/27/2019 12:00:00 AM,,Routine - Unscheduled,86766_20190827_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
69152,Polo Grounds Pub & Grill,747 03rd St,San Francisco,CA,94107,,,,,69152_20190326,03/26/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
76874,HAPPY LAMB HOT POT,405 Mason St,San Francisco,CA,94102,,,,,76874_20171024,10/24/2017 12:00:00 AM,,Routine - Unscheduled,76874_20171024_103139,Improper food storage,Low Risk,,,,,,
7055,EVERGREEN MARKET,2539 MISSION St,San Francisco,CA,94110,37.756385,-122.418816,POINT (-122.418816 37.756385),,7055_20190730,07/30/2019 12:00:00 AM,,Routine - Unscheduled,7055_20190730_103132,Improper thawing methods,Moderate Risk,19,4,7,2,28859,20
99747,MARVIN GARDENS,2020 Jerrold Ave,San Francisco,CA,94124,,,,14150229185,99747_20190319,03/19/2019 12:00:00 AM,,Routine - Unscheduled,99747_20190319_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,San Francisco,CA,94115,37.786407,-122.440057,POINT (-122.440057 37.786407),14155774246,628_20190729,07/29/2019 12:00:00 AM,,Routine - Unscheduled,628_20190729_103154,Unclean or degraded floors walls or ceilings,Low Risk,27,6,1,13,29490,30
96532,THE CLIFT ROYAL SONESTA HOTEL,495 GEARY ST,San Francisco,CA,94102,,,,,96532_20190411,04/11/2019 12:00:00 AM,,Routine - Unscheduled,96532_20190411_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
89981,Poke Origin,716 Irving St,San Francisco,CA,94122,,,,14155666408,89981_20190130,01/30/2019 12:00:00 AM,,Routine - Unscheduled,89981_20190130_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
90919,Gorkha Kitchen,1386 09th Ave,San Francisco,CA,94122,,,,14150488614,90919_20190116,01/16/2019 12:00:00 AM,,Routine - Unscheduled,90919_20190116_103148,No thermometers or uncalibrated thermometers,Low Risk,,,,,,
62735,China Express Deli,2732 MISSION St,San Francisco,CA,94110,37.7533,-122.41863,POINT (-122.41863 37.7533),,62735_20190702,07/02/2019 12:00:00 AM,,Routine - Unscheduled,62735_20190702_103131,Moderate risk vermin infestation,Moderate Risk,19,4,7,2,28859,20
86404,Fresh & Natural Cafe,2425 Geary Blvd,San Francisco,CA,94115,,,,14155832719,86404_20190213,02/13/2019 12:00:00 AM,,Foodborne Illness Investigation,,,,,,,,,
80493,Mythic Pizza,551 Haight St,San Francisco,CA,94117,,,,14155861999,80493_20180807,08/07/2018 12:00:00 AM,,Complaint,80493_20180807_103103,High risk food holding temperature,High Risk,,,,,,
90067,Atlas Tap Room,606 Mission St,San Francisco,CA,94105,,,,14155879278,90067_20170119,01/19/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION St,San Francisco,CA,94110,37.761929,-122.419308,POINT (-122.419308 37.761929),14155628987,2343_20190611,06/11/2019 12:00:00 AM,,Routine - Unscheduled,2343_20190611_103114,High risk vermin infestation,High Risk,19,4,7,8,28859,20
91873,Pressed,3 Embarcadero Center  #3210,San Francisco,CA,94111,,,,,91873_20170629,06/29/2017 12:00:00 AM,,New Ownership,91873_20170629_103139,Improper food storage,Low Risk,,,,,,
76633,Whole Foods Market,2001 Market St,San Francisco,CA,94114,,,,14155621430,76633_20181214,12/14/2018 12:00:00 AM,,Complaint,,,,,,,,,
91067,Soma Sushi,764 Harrison St,San Francisco,CA,94107,,,,,91067_20190326,03/26/2019 12:00:00 AM,,Routine - Unscheduled,91067_20190326_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
78184,Smokin' Warehouse BBQ,3336 Sacramento Ave,San Francisco,CA,94118,,,,,78184_20170928,09/28/2017 12:00:00 AM,,Complaint,78184_20170928_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
